sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid
Male,19,African-American,1,0,1,1,(F1),arrest case no charge,1,1
Male,41,Caucasian,0,0,0,1,(F3),Burglary Conveyance Unoccup,1,0
Male,41,Caucasian,0,0,0,1,(F3),Burglary Conveyance Unoccup,1,0
Female,25,Caucasian,0,0,0,1,(M1),Battery,1,0
Male,54,African-American,0,0,0,0,(M1),Battery,1,1
Male,25,African-American,4,0,0,13,(F3),arrest case no charge,1,0
Male,25,African-American,4,0,0,13,(F3),arrest case no charge,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,30,Caucasian,0,0,0,0,,,1,0
Female,40,Caucasian,0,0,0,4,(F3),Possession of Cocaine,1,0
Female,40,Caucasian,0,0,0,4,(F3),Possession of Cocaine,1,0
Female,40,Caucasian,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,22,African-American,0,0,0,0,(F3),Att Burgl Unoccupied Dwel,0,0
Male,38,African-American,0,0,0,9,(F3),arrest case no charge,0,0
Male,37,African-American,1,1,0,8,(M1),Battery,0,0
Male,50,Caucasian,0,0,0,10,(F3),Fleeing Or Attmp Eluding A Leo,0,0
Male,35,Caucasian,0,0,0,2,(M1),Battery,1,0
Male,35,Caucasian,0,0,0,2,(M1),Battery,1,0
Male,28,Caucasian,0,0,0,7,(F3),Felony Battery,1,0
Male,28,Caucasian,0,0,0,7,(F3),Felony Battery,1,0
Male,28,Caucasian,0,0,0,7,(F3),Felony Battery,1,0
Male,28,Caucasian,0,0,0,7,(F3),Felony Battery,1,0
Male,21,African-American,0,0,0,0,(F3),Carrying Concealed Firearm,0,0
Female,38,Other,0,0,0,6,(F2),Burglary Unoccupied Dwelling,1,0
Female,38,Other,0,0,0,6,(F2),Burglary Unoccupied Dwelling,1,0
Male,58,Hispanic,0,0,0,4,(F3),Possession of Cocaine,0,0
Male,36,Caucasian,0,0,0,1,(F3),arrest case no charge,0,0
Male,36,Caucasian,0,0,0,1,(F3),arrest case no charge,0,0
Male,36,Caucasian,0,0,0,1,(F3),arrest case no charge,0,0
Male,27,Other,0,0,0,6,(F2),Burglary Unoccupied Dwelling,0,0
Male,27,Other,0,0,0,6,(F2),Burglary Unoccupied Dwelling,0,0
Male,27,Other,0,0,0,6,(F2),Burglary Unoccupied Dwelling,0,0
Male,39,African-American,0,0,0,1,(F3),arrest case no charge,0,0
Male,46,Other,0,0,0,0,,,-1,0
Male,27,Caucasian,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0
Male,22,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1,0
Male,22,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1,0
Female,38,Hispanic,0,0,0,20,(F3),Battery on Law Enforc Officer,1,1
Female,38,Hispanic,0,0,0,20,(F3),Battery on Law Enforc Officer,1,1
Female,38,Hispanic,0,0,0,20,(F3),Battery on Law Enforc Officer,1,1
Female,38,Hispanic,0,0,0,20,(F3),Battery on Law Enforc Officer,1,1
Female,38,Hispanic,0,0,0,20,(F3),Battery on Law Enforc Officer,1,1
Female,38,Hispanic,0,0,0,20,(F3),Battery on Law Enforc Officer,1,1
Male,32,African-American,2,0,0,26,(F3),Possession of Cocaine,1,0
Male,32,African-American,2,0,0,26,(F3),Possession of Cocaine,1,0
Male,32,African-American,2,0,0,26,(F3),Possession of Cocaine,1,0
Male,32,African-American,2,0,0,26,(F3),Possession of Cocaine,1,0
Male,32,African-American,2,0,0,26,(F3),Possession of Cocaine,1,0
Male,32,Caucasian,0,0,0,0,(F3),Possession Of Methamphetamine,0,0
Male,59,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,30,Caucasian,0,0,0,19,(F3),Possession of Cocaine,1,0
Male,30,Caucasian,0,0,0,19,(F3),Possession of Cocaine,1,0
Male,30,Caucasian,0,0,0,19,(F3),Possession of Cocaine,1,0
Male,30,Caucasian,0,0,0,19,(F3),Possession of Cocaine,1,0
Male,30,Caucasian,0,0,0,19,(F3),Possession of Cocaine,1,0
Male,30,Caucasian,0,0,0,19,(F3),Possession of Cocaine,1,0
Male,20,Other,0,0,0,0,(M1),Battery,1,0
Male,20,Other,0,0,0,0,(M1),Battery,1,0
Male,20,Other,0,0,0,0,(M1),Battery,1,0
Male,59,Caucasian,0,0,0,0,(F3),Possession Of Alprazolam,0,0
Female,44,Caucasian,0,0,0,1,(F3),Battery on Law Enforc Officer,1,0
Female,44,Caucasian,0,0,0,1,(F3),Battery on Law Enforc Officer,1,0
Female,44,Caucasian,0,0,0,1,(F3),Battery on Law Enforc Officer,1,0
Male,26,Caucasian,0,0,0,0,(F3),Obstruct Officer W/Violence,0,0
Male,26,African-American,0,1,1,9,(M1),Resist/Obstruct W/O Violence,1,0
Male,26,African-American,0,1,1,9,(M1),Resist/Obstruct W/O Violence,1,0
Male,26,African-American,0,1,1,9,(M1),Resist/Obstruct W/O Violence,1,0
Male,26,African-American,0,1,1,9,(M1),Resist/Obstruct W/O Violence,1,0
Male,26,African-American,0,1,1,9,(M1),Resist/Obstruct W/O Violence,1,0
Male,30,African-American,0,1,0,9,(F3),Driving While License Revoked,1,0
Female,35,Caucasian,0,0,0,2,(F3),Grand Theft (Motor Vehicle),0,0
Male,25,African-American,0,1,1,3,(M2),Susp Drivers Lic 1st Offense,1,0
Male,25,African-American,0,1,1,3,(M2),Susp Drivers Lic 1st Offense,1,0
Male,25,African-American,0,1,1,3,(M2),Susp Drivers Lic 1st Offense,1,0
Male,44,Hispanic,0,0,0,0,(M1),Battery,0,0
Male,40,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Male,40,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Male,40,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Male,40,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Male,40,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Male,40,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Female,31,African-American,0,0,0,0,(M1),Battery,1,1
Female,32,African-American,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0
Male,47,African-American,0,0,0,0,(M1),Driving Under The Influence,0,0
Male,37,African-American,0,0,0,22,(F3),arrest case no charge,1,0
Male,37,African-American,0,0,0,22,(F3),arrest case no charge,1,0
Male,37,African-American,0,0,0,22,(F3),arrest case no charge,1,0
Male,37,African-American,0,0,0,22,(F3),arrest case no charge,1,0
Male,22,Caucasian,1,0,0,2,(F3),arrest case no charge,0,0
Male,22,Caucasian,1,0,0,2,(F3),arrest case no charge,0,0
Male,33,Hispanic,0,0,0,0,,,-1,0
Male,22,African-American,0,0,0,0,,,-1,0
Male,38,African-American,0,0,0,8,(M1),Unlaw Use False Name/Identity,1,0
Male,38,African-American,0,0,0,8,(M1),Unlaw Use False Name/Identity,1,0
Male,38,African-American,0,0,0,8,(M1),Unlaw Use False Name/Identity,1,0
Male,34,Caucasian,0,0,0,2,(F3),arrest case no charge,0,0
Male,30,African-American,0,1,0,7,(F3),arrest case no charge,0,0
Female,38,Caucasian,0,0,0,0,(F3),Resist Officer w/Violence,1,0
Male,35,African-American,0,0,0,0,,,-1,0
Male,36,African-American,0,0,0,10,(F1),Poss of Cocaine W/I/D/S 1000FT Park,1,0
Male,36,African-American,0,0,0,10,(F1),Poss of Cocaine W/I/D/S 1000FT Park,1,0
Male,36,African-American,0,0,0,10,(F1),Poss of Cocaine W/I/D/S 1000FT Park,1,0
Male,36,African-American,0,0,0,10,(F1),Poss of Cocaine W/I/D/S 1000FT Park,1,0
Male,34,African-American,0,0,0,0,(F3),arrest case no charge,0,0
Female,30,African-American,0,0,0,2,(F2),arrest case no charge,0,0
Male,20,Hispanic,0,2,2,2,(F3),False Imprisonment,0,0
Male,46,Other,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,22,Native American,0,0,2,0,,,1,0
Male,22,Native American,0,0,2,0,,,1,0
Male,25,Hispanic,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0
Male,43,Caucasian,0,0,0,0,(F3),Poss Contr Subst W/o Prescript,0,0
Female,20,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,27,African-American,0,0,0,5,(M1),Battery,0,0
Male,27,African-American,0,0,0,5,(M1),Battery,0,0
Male,35,Caucasian,0,0,0,2,(F3),Battery On Fire Fighter,1,1
Male,46,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0
Male,35,African-American,0,0,0,0,(F3),Tamper With Witness/Victim/CI,0,0
Male,20,Other,0,0,0,1,(F3),Possession Burglary Tools,1,0
Male,22,African-American,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0
Male,40,Caucasian,0,0,0,1,(F3),Felony Battery,0,0
Female,30,African-American,0,0,0,9,(F3),Felony Petit Theft,1,1
Male,49,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,34,African-American,0,0,0,16,(F3),Fleeing or Eluding a LEO,1,0
Male,34,African-American,0,0,0,16,(F3),Fleeing or Eluding a LEO,1,0
Male,34,African-American,0,0,0,16,(F3),Fleeing or Eluding a LEO,1,0
Male,31,Caucasian,0,0,0,3,(F3),Possession of Hydromorphone,1,0
Male,31,Caucasian,0,0,0,3,(F3),Possession of Hydromorphone,1,0
Male,32,Hispanic,0,0,0,0,(M1),Driving Under The Influence,1,0
Male,32,Hispanic,0,0,0,0,(M1),Driving Under The Influence,1,0
Male,32,Hispanic,0,0,0,0,(M1),Driving Under The Influence,1,0
Male,31,Caucasian,0,1,1,4,(F3),arrest case no charge,1,1
Male,31,Caucasian,0,1,1,4,(F3),arrest case no charge,1,1
Male,22,Caucasian,0,1,1,2,(F3),Possession Of Alprazolam,1,0
Male,22,Caucasian,0,1,1,2,(F3),Possession Of Alprazolam,1,0
Male,22,Caucasian,0,1,1,2,(F3),Possession Of Alprazolam,1,0
Male,31,Hispanic,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,29,Hispanic,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0
Male,36,African-American,0,0,0,5,(M1),Battery,1,1
Male,39,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Male,60,African-American,0,0,0,0,,,-1,0
Male,51,African-American,0,0,0,9,(F3),Possession of Cocaine,1,0
Male,35,African-American,0,0,0,7,(F3),Felony Driving While Lic Suspd,1,0
Male,35,African-American,0,0,0,7,(F3),Felony Driving While Lic Suspd,1,0
Male,31,African-American,0,0,0,0,,,-1,0
Male,30,African-American,0,0,0,1,(F3),Possession Of Alprazolam,1,0
Male,30,African-American,0,0,0,1,(F3),Possession Of Alprazolam,1,0
Male,30,African-American,0,0,0,1,(F3),Possession Of Alprazolam,1,0
Male,35,Hispanic,0,0,1,0,(F3),Possession Of Heroin,0,0
Male,23,Hispanic,0,0,0,0,(F3),Driving While License Revoked,1,0
Female,24,Hispanic,0,0,0,1,(M2),Expired DL More Than 6 Months,0,0
Male,53,Caucasian,0,0,0,0,(M1),Driving While Intoxicated,0,0
Male,27,African-American,0,0,0,5,(F3),arrest case no charge,0,0
Male,43,Caucasian,0,0,0,3,(M1),Battery,1,0
Male,37,African-American,0,0,0,0,(M1),Contribute Delinquency Of A Minor,0,0
Male,49,African-American,0,0,2,12,(F2),Burglary Unoccupied Dwelling,0,0
Male,25,African-American,0,0,2,3,(M2),Oper Motorcycle W/O Valid DL,0,0
Male,25,African-American,0,0,2,3,(M2),Oper Motorcycle W/O Valid DL,0,0
Male,25,African-American,0,0,2,3,(M2),Oper Motorcycle W/O Valid DL,0,0
Male,33,Hispanic,0,0,0,8,(F3),Resist Officer w/Violence,1,0
Male,33,Hispanic,0,0,0,8,(F3),Resist Officer w/Violence,1,0
Male,33,Hispanic,0,0,0,8,(F3),Resist Officer w/Violence,1,0
Male,33,Hispanic,0,0,0,8,(F3),Resist Officer w/Violence,1,0
Male,49,African-American,1,0,0,17,(F3),Felony Battery (Dom Strang),0,0
Female,27,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,28,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,0,0
Male,47,Caucasian,0,0,0,2,(M1),Battery,0,0
Male,29,African-American,0,0,0,2,(F3),Pos Cannabis W/Intent Sel/Del,0,0
Male,46,African-American,0,0,0,12,(M1),Pos Cannabis W/Intent Sel/Del,0,0
Male,46,African-American,0,0,0,12,(M1),Pos Cannabis W/Intent Sel/Del,0,0
Male,27,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0
Male,34,African-American,0,0,0,0,(F3),Felony Battery w/Prior Convict,1,1
Male,30,African-American,0,0,0,4,(M2),Driving License Suspended,1,1
Male,30,African-American,0,0,0,4,(M2),Driving License Suspended,1,1
Male,25,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0
Male,21,African-American,0,0,0,0,(F2),Aggravated Battery / Pregnant,0,0
Male,26,African-American,0,1,0,5,(M2),arrest case no charge,0,0
Male,23,African-American,0,0,0,6,(F3),arrest case no charge,0,0
Male,25,African-American,0,0,0,1,(F3),Possession of Cocaine,1,0
Male,25,African-American,0,0,0,1,(F3),Possession of Cocaine,1,0
Male,25,African-American,0,0,0,1,(F3),Possession of Cocaine,1,0
Male,47,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,0
Male,47,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,0
Male,28,Caucasian,0,0,0,0,,,-1,0
Male,28,Caucasian,0,0,0,0,,,-1,0
Male,28,Caucasian,0,0,0,0,,,-1,0
Male,60,African-American,0,0,0,9,(F3),Possession of Cocaine,0,0
Male,48,Hispanic,0,0,0,0,(F3),Felony Driving While Lic Suspd,0,0
Male,49,Other,0,0,0,0,(M1),Battery,1,1
Female,41,Caucasian,0,0,0,2,(M2),Fail To Obey Police Officer,0,0
Male,30,African-American,0,0,0,12,(F3),Driving While License Revoked,1,0
Male,30,African-American,0,0,0,12,(F3),Driving While License Revoked,1,0
Male,30,African-American,0,0,0,12,(F3),Driving While License Revoked,1,0
Male,30,African-American,0,0,0,12,(F3),Driving While License Revoked,1,0
Male,30,African-American,0,0,0,12,(F3),Driving While License Revoked,1,0
Male,30,African-American,0,0,0,12,(F3),Driving While License Revoked,1,0
Male,21,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Female,24,African-American,0,0,0,1,(F3),Possession Of Methamphetamine,0,0
Female,24,African-American,0,0,0,1,(F3),Possession Of Methamphetamine,0,0
Female,47,Caucasian,0,0,0,0,(MO3),Intoxicated/Safety Of Another,0,0
Male,32,Other,0,0,0,0,(M1),Battery,0,0
Male,25,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,25,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,25,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,53,Caucasian,0,0,0,1,(F2),arrest case no charge,0,0
Male,53,Caucasian,0,0,0,1,(F2),arrest case no charge,0,0
Male,21,African-American,0,0,0,0,(F3),Felony Battery (Dom Strang),1,1
Female,22,African-American,0,0,1,0,(F3),Fel Drive License Perm Revoke,0,0
Female,45,Caucasian,0,0,0,4,(F3),Grand Theft in the 3rd Degree,0,0
Male,26,African-American,0,0,0,10,(F3),Poss Pyrrolidinovalerophenone,0,0
Male,29,Hispanic,0,0,0,1,(M2),Disorderly Intoxication,0,0
Male,29,African-American,0,0,0,4,(M1),Battery,0,0
Male,21,Hispanic,0,0,0,0,(M1),Battery,0,0
Female,24,African-American,0,0,0,2,(M1),Battery,1,1
Male,53,Other,0,0,0,4,(M1),Neglect Child / No Bodily Harm,1,0
Female,38,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Female,38,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Female,38,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Female,38,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Female,38,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Female,38,African-American,0,0,0,2,(M2),Driving License Suspended,0,0
Male,22,African-American,0,0,0,0,,,-1,0
Male,20,Caucasian,0,0,0,0,(F3),Possession of Cannabis,0,0
Male,51,Caucasian,0,0,0,2,(F2),Agg Battery Grt/Bod/Harm,0,0
Male,26,Caucasian,0,0,0,0,(F3),Burglary Structure Unoccup,0,0
Male,29,African-American,0,0,0,1,(M2),Susp Drivers Lic 1st Offense,0,0
Male,49,African-American,0,0,0,2,(M1),DUI Level 0.15 Or Minor In Veh,0,0
Female,24,Other,0,0,0,0,(F3),Neglect Child / No Bodily Harm,0,0
Male,24,Other,0,1,9,2,(F3),Possession of Cocaine,1,0
Male,24,Other,0,1,9,2,(F3),Possession of Cocaine,1,0
Male,24,Other,0,1,9,2,(F3),Possession of Cocaine,1,0
Male,24,Hispanic,0,0,0,0,(M1),Driving Under The Influence,0,0
Male,39,Caucasian,0,0,0,5,(M1),Battery,0,0
Male,37,Hispanic,0,0,0,5,(F3),Driving While License Revoked,0,0
Male,20,Caucasian,0,0,0,0,(F3),Aiding Escape,1,0
Male,20,Caucasian,0,0,0,0,(F3),Aiding Escape,1,0
Male,20,Caucasian,0,0,0,0,(F3),Aiding Escape,1,0
Female,54,Hispanic,0,0,0,2,(M2),Driving License Suspended,0,0
Female,51,Caucasian,0,0,0,14,(F3),Traffick Hydrocodone   4g><14g,0,0
Male,53,Caucasian,0,0,0,1,(F1),Lewd or Lascivious Molestation,0,0
Male,31,African-American,0,0,0,2,(F1),arrest case no charge,0,0
Male,29,Caucasian,0,0,0,0,,,-1,0
Male,25,African-American,0,0,0,5,(F2),Deliver Cocaine,0,0
Male,28,Hispanic,0,0,0,10,(F3),Felony Petit Theft,0,0
Male,28,Hispanic,0,0,0,10,(F3),Felony Petit Theft,0,0
Male,28,Hispanic,0,0,0,10,(F3),Felony Petit Theft,0,0
Male,28,Hispanic,0,0,0,10,(F3),Felony Petit Theft,0,0
Male,38,Hispanic,0,0,0,0,(M1),Driving Under The Influence,0,0
Male,22,African-American,0,1,1,3,(F1),arrest case no charge,1,1
Male,21,African-American,0,0,0,1,(F1),Poss/Sell/Del Cocaine 1000FT Sch,1,0
Male,21,African-American,0,0,0,1,(F1),Poss/Sell/Del Cocaine 1000FT Sch,1,0
Male,21,African-American,0,0,0,1,(F1),Poss/Sell/Del Cocaine 1000FT Sch,1,0
Male,29,African-American,0,0,0,0,,,-1,0
Male,69,Caucasian,0,0,0,0,,,-1,0
Male,21,Caucasian,0,0,0,1,(F3),Carrying Concealed Firearm,1,0
Male,27,African-American,2,0,0,6,(M2),Driving License Suspended,1,0
Male,27,African-American,2,0,0,6,(M2),Driving License Suspended,1,0
Male,27,African-American,2,0,0,6,(M2),Driving License Suspended,1,0
Male,24,Caucasian,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0
Male,26,African-American,0,0,0,2,(F3),arrest case no charge,0,0
Male,26,African-American,0,0,0,2,(F3),arrest case no charge,0,0
Male,28,African-American,0,1,0,14,(M1),Resist/Obstruct W/O Violence,1,1
Male,28,African-American,0,1,0,14,(M1),Resist/Obstruct W/O Violence,1,1
Male,49,African-American,0,0,0,6,(M1),Battery,1,0
Male,52,African-American,0,0,0,7,(F2),Poss/pur/sell/deliver Cocaine,1,0
Male,52,African-American,0,0,0,7,(F2),Poss/pur/sell/deliver Cocaine,1,0
Male,25,African-American,0,0,0,1,(M2),Susp Drivers Lic 1st Offense,0,0
Female,21,African-American,0,0,0,0,(F3),Child Abuse,0,0
Male,56,Caucasian,0,0,0,2,(F3),Felony/Driving Under Influence,0,0
Male,34,African-American,0,0,0,22,(F3),Driving While License Revoked,0,0
Male,34,African-American,0,0,0,22,(F3),Driving While License Revoked,0,0
Male,38,African-American,0,4,2,12,(M1),Battery,0,0
Male,35,Hispanic,0,0,0,7,(F2),arrest case no charge,0,0
Male,35,Hispanic,0,0,0,7,(F2),arrest case no charge,0,0
Male,23,African-American,0,0,0,1,(MO3),arrest case no charge,1,0
Male,22,Caucasian,0,0,2,0,(F3),Possession Of Alprazolam,0,0
Male,22,Caucasian,0,0,2,0,(F3),Possession Of Alprazolam,0,0
Male,22,Caucasian,0,0,2,0,(F3),Possession Of Alprazolam,0,0
Male,22,Caucasian,0,0,2,0,(F3),Possession Of Alprazolam,0,0
Male,39,Other,0,0,0,0,(M1),Battery,0,0
Female,23,African-American,0,0,0,0,(F3),Neglect Child / No Bodily Harm,0,0
Male,21,Caucasian,0,0,0,1,(F2),Burglary Unoccupied Dwelling,0,0
Male,21,Caucasian,0,0,0,1,(F2),Burglary Unoccupied Dwelling,0,0
Male,21,Caucasian,0,0,0,1,(F2),Burglary Unoccupied Dwelling,0,0
Male,23,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,1
Male,23,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,1
Male,23,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,1
Male,30,African-American,0,0,0,4,(M2),Susp Drivers Lic 1st Offense,0,0
Male,42,African-American,0,0,0,1,(M1),Viol Pretrial Release Dom Viol,1,1
Male,42,African-American,0,0,0,1,(M1),Viol Pretrial Release Dom Viol,1,1
Male,50,African-American,0,0,2,24,(M2),Susp Drivers Lic 1st Offense,1,1
Male,50,African-American,0,0,2,24,(M2),Susp Drivers Lic 1st Offense,1,1
Male,50,African-American,0,0,2,24,(M2),Susp Drivers Lic 1st Offense,1,1
Male,50,African-American,0,0,2,24,(M2),Susp Drivers Lic 1st Offense,1,1
Male,54,Caucasian,0,0,0,12,(F3),Possession of Hydrocodone,1,0
Male,54,Caucasian,0,0,0,12,(F3),Possession of Hydrocodone,1,0
Male,54,Caucasian,0,0,0,12,(F3),Possession of Hydrocodone,1,0
Male,37,Other,0,0,0,4,(M1),arrest case no charge,1,0
Male,28,Hispanic,0,0,0,7,(F3),arrest case no charge,0,0
Male,28,Hispanic,0,0,0,7,(F3),arrest case no charge,0,0
Male,37,African-American,0,0,0,0,(F3),Possession of Cocaine,0,0
Male,37,African-American,0,0,0,0,(F3),Possession of Cocaine,0,0
Male,23,African-American,0,0,0,1,(F3),Possession of Cannabis,0,0
Male,41,Caucasian,0,0,0,0,(F2),Agg Battery Grt/Bod/Harm,0,0
Male,50,African-American,1,0,0,5,(F3),Possession of Cocaine,0,0
Male,50,African-American,1,0,0,5,(F3),Possession of Cocaine,0,0
Male,50,African-American,1,0,0,5,(F3),Possession of Cocaine,0,0
Male,41,Hispanic,0,0,0,19,(F3),Felony Petit Theft,1,1
Male,26,African-American,0,0,0,2,(F3),Grand Theft (Motor Vehicle),1,0
Male,26,African-American,0,0,0,2,(F3),Grand Theft (Motor Vehicle),1,0
Male,40,Other,0,0,0,8,(F3),Possession of Cocaine,1,1
Male,23,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,0
Male,23,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,0
Male,23,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,0
Male,23,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,0
Male,23,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,0
Male,23,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,0
Male,50,Caucasian,0,0,0,1,(F3),Aggravated Assault,0,0
Female,40,African-American,0,0,0,0,(M1),Battery,0,0
Male,20,African-American,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0
Male,55,Caucasian,0,0,0,1,(F3),arrest case no charge,1,0
Male,55,Caucasian,0,0,0,1,(F3),arrest case no charge,1,0
Male,55,Caucasian,0,0,0,1,(F3),arrest case no charge,1,0
Female,59,Caucasian,0,0,0,0,,,-1,0
Male,24,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0
Male,24,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0
Male,24,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0
Male,44,African-American,0,0,0,3,(F3),Driving While License Revoked,0,0
Male,44,African-American,0,0,0,3,(F3),Driving While License Revoked,0,0
Male,44,African-American,0,0,0,3,(F3),Driving While License Revoked,0,0
Male,44,African-American,0,0,0,3,(F3),Driving While License Revoked,0,0
Female,50,Caucasian,0,0,0,14,(F3),Offer Agree Secure/Lewd Act,0,0
Female,50,Caucasian,0,0,0,14,(F3),Offer Agree Secure/Lewd Act,0,0
Female,50,Caucasian,0,0,0,14,(F3),Offer Agree Secure/Lewd Act,0,0
Male,25,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,0,0
Male,25,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,0,0
Male,25,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,0,0
Male,25,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,0,0
Male,51,Caucasian,0,0,0,2,(F3),Failure To Return Hired Vehicle,0,0
Male,33,Caucasian,0,1,0,5,(M1),Battery,1,0
Male,33,Caucasian,0,1,0,5,(M1),Battery,1,0
Female,51,Hispanic,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0
Male,37,African-American,2,0,0,27,(F2),Aggravated Battery (Firearm),0,0
Male,37,African-American,2,0,0,27,(F2),Aggravated Battery (Firearm),0,0
Male,23,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0
Male,37,African-American,0,0,0,1,(M2),Driving License Suspended,1,0
Female,64,Other,0,0,0,0,(F3),Grand Theft (Motor Vehicle),0,0
Male,23,African-American,0,0,0,2,(F2),arrest case no charge,0,0
Male,23,African-American,0,0,0,2,(F2),arrest case no charge,0,0
Male,51,Caucasian,0,0,0,0,(M1),Battery,0,0
Female,20,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,40,Other,0,0,0,4,(F2),Agg Battery Grt/Bod/Harm,1,0
Male,40,Other,0,0,0,4,(F2),Agg Battery Grt/Bod/Harm,1,0
Male,25,Hispanic,0,0,0,0,,,-1,0
Male,48,Caucasian,0,0,0,1,(M1),Battery,0,0
Male,43,Caucasian,0,0,0,1,(F1),Del Morphine at/near Park,0,0
Female,23,Caucasian,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Female,23,Caucasian,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Female,23,Caucasian,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Female,23,Caucasian,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,0
Female,35,African-American,0,0,0,3,(M1),Battery,1,1
Male,22,Hispanic,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,0
Male,45,African-American,0,0,0,1,(F3),arrest case no charge,0,0
Male,29,African-American,0,0,0,2,(F3),Introduce Contraband Into Jail,0,0
Male,29,African-American,0,0,0,2,(F3),Introduce Contraband Into Jail,0,0
Male,57,Caucasian,0,0,0,0,(M2),Prowling/Loitering,0,0
Male,20,African-American,0,1,2,1,(M1),Battery,1,0
Male,20,African-American,0,1,2,1,(M1),Battery,1,0
Male,39,African-American,0,0,0,1,(F3),Fleeing or Eluding a LEO,0,0
